Object ID,Department,Object Name,Title,Culture,Artist Nationality,Object Begin Date,Object End Date,Medium,Credit Line,Country
434286,Drawings and Prints,"Baseball card, print","Spencer, Catcher, Boston, American League, from the Baseball Players (Ramlys) series (T204) issued by the Mentor Company to promote Ramly and T.T.T. Turkish Cigarettes",,,1970-01-01 00:00:00.000001909,1970-01-01 00:00:00.000001909,Photolithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
446304,Islamic Art,Fragment,Fragment of a Bowl,,,1970-01-01 00:00:00.000001300,1970-01-01 00:00:00.000001499,Earthenware; incised decoration through a white slip and coloring under a transparent glaze.,"Rogers Fund, 1913",Egypt
447944,Islamic Art,Fragment,Fragment,,,1970-01-01 00:00:00.000001700,1970-01-01 00:00:00.000001799,Cotton; painted,"Rogers Fund, 1926",India
449151,Islamic Art,Dado panel,Dado Panel,,,1970-01-01 00:00:00.000001900,1970-01-01 00:00:00.000001999,Plaster; cast,"Rogers Fund, 1937",Iran
452672,Islamic Art,Folio from an illustrated manuscript,"""Yusuf and Zulaikha"", Folio 51r from a Bustan of Sa`di",,,1970-01-01 00:00:00.000001500,1970-01-01 00:00:00.000001560,"Ink, opaque watercolor, and gold on paper","Purchase, Louis V. Bell Fund and The Vincent Astor Foundation Gift, 1974",present-day Uzbekistan
459471,Robert Lehman Collection,Drawing,Head of a Man in Profile,,Italian,1970-01-01 00:00:00.000001490,1970-01-01 00:00:00.000001499,"Black chalk, pen and brown ink, heightened with white.","Robert Lehman Collection, 1975",
466522,Medieval Art,Fragment,Glass Fragment,French,,1970-01-01 00:00:00.000001200,1970-01-01 00:00:00.000001299,Colorless glass,"Gift of Dr. Bashford Dean, 1923",France
468605,Medieval Art,Hilt,Eagle-Headed Hilt,Byzantine,,1970-01-01 00:00:00.000000300,1970-01-01 00:00:00.000000400,Copper alloy,"Gift of Lawrence J. Majewski, 1963",
469993,The Cloisters,Panel,Grisaille Panel,French,,1970-01-01 00:00:00.000001250,1970-01-01 00:00:00.000001270,White and pot-metal glass with vitreous paint,"The Cloisters Collection, 1982",France
470842,The Cloisters,Capital,Capital,Catalan,,1970-01-01 00:00:00.000001100,1970-01-01 00:00:00.000001150,Marble,"The Cloisters Collection, 1925",present-day France
471090,The Cloisters,Roundel,Roundel with Saint John the Baptist,South Netherlandish,,1970-01-01 00:00:00.000001510,1970-01-01 00:00:00.000001520,"Colorless glass, silver stain, vitreous paint","The Cloisters Collection, 1932",
482952,Modern and Contemporary Art,Drawing,Untitled,,"American, born Russia",1970-01-01 00:00:00.000001940,1970-01-01 00:00:00.000001940,Graphite on paper,"Gift of Mr. and Mrs. Meyer Schapiro, 1983",
485091,Modern and Contemporary Art,Glass,Glass,,Finnish|Finnish,1970-01-01 00:00:00.000001950,1970-01-01 00:00:00.000001959,Glass,"Purchase, Theodore R. Gamble Jr. Gift, in honor of his mother, Mrs. Theodore Robert Gamble, 1988",
486390,Modern and Contemporary Art,Design,"Design for a Washstand for the Blue Bedroom, Hous'hill",,"British, Scottish",1970-01-01 00:00:00.000001904,1970-01-01 00:00:00.000001904,Watercolor and graphite on paper,"Purchase, Lila Acheson Wallace Gift, 1994",
486599,Modern and Contemporary Art,Bowl,"""Tard la Nuit"" Bowl",,Italian,1970-01-01 00:00:00.000001989,1970-01-01 00:00:00.000001989,Glass,"Gift of Peter T. Joseph, 1995",
486599,Modern and Contemporary Art,Bowl,"""Tard la Nuit"" Bowl",,Italian,1970-01-01 00:00:00.000001989,1970-01-01 00:00:00.000001989,Glass,"Gift of Peter T. Joseph, 1995",
488438,Modern and Contemporary Art,Drawing,Alvin Langdon Coburn,,Mexican,1970-01-01 00:00:00.000001910,1970-01-01 00:00:00.000001910,"Ink, watercolor, metallic paint, and graphite on paper","Alfred Stieglitz Collection, 1949",
544812,Egyptian Art,"Figurine, female, fragmentary",Upper Half of a Female Figurine,,,1969-12-31 23:59:59.999998019,1969-12-31 23:59:59.999998019,Pottery,"Gift of Albert M. Lythgoe, 1917",Egypt
545193,Egyptian Art,"Ostracon, hieratic",Hieratic ostracon,,,1969-12-31 23:59:59.999998705,1969-12-31 23:59:59.999998705,"Limestone, ink, paint","Gift of Theodore M. Davis, 1909",Egypt
547202,Egyptian Art,"Figurine, seated woman",Figurine of a Seated Woman,,,1969-12-31 23:59:59.999996550,1969-12-31 23:59:59.999996700,"Limestone, organic material, paint, malachite","Rogers Fund, 1907",Egypt
547248,Egyptian Art,"Beaker, white cross-lined ware",White cross-lined ware beaker decorated with zigzags,,,1969-12-31 23:59:59.999996100,1969-12-31 23:59:59.999996350,"Pottery, paint","Rogers Fund, 1907",Egypt
549075,Egyptian Art,Club,Club,,,1969-12-31 23:59:59.999998527,1969-12-31 23:59:59.999998542,Wood,"Rogers Fund, 1936",Egypt
556721,Egyptian Art,"Basket, coil, lid",Cylindrical Coil Basket with Lid,,,1969-12-31 23:59:59.999997876,1969-12-31 23:59:59.999997876,Grasses,"Rogers Fund, 1931",Egypt
563318,Egyptian Art,Jar Label,Jar label fragments,,,1969-12-31 23:59:59.999998610,1969-12-31 23:59:59.999998610,"Pottery and ink, paint","Rogers Fund, 1917",Egypt
563318,Egyptian Art,Jar Label,Jar label fragments,,,1969-12-31 23:59:59.999998610,1969-12-31 23:59:59.999998610,"Pottery and ink, paint","Rogers Fund, 1917",Egypt
563892,Egyptian Art,"Jar Label, meat",Jar Label,,,1969-12-31 23:59:59.999998610,1969-12-31 23:59:59.999998610,"Pottery and ink, paint","Rogers Fund, 1917",Egypt
564519,Egyptian Art,Relief fragment,Relief fragment,,,1969-12-31 23:59:59.999998019,1969-12-31 23:59:59.999998360,Granite,"Rogers Fund, 1933",Egypt
565027,Egyptian Art,"Linen, from Wah's Mummy","Linen, from Wah's Mummy",,,1969-12-31 23:59:59.999998019,1969-12-31 23:59:59.999998025,Linen,"Rogers Fund and Edward S. Harkness Gift, 1920",Egypt
623826,Drawings and Prints,Print,Discover Dry Dock Country: Madison Avenue between 63rd and 65th,,American,1970-01-01 00:00:00.000001972,1970-01-01 00:00:00.000001972,Commercial printing in color,"Gift of Dry Dock Savings Bank, 1973",
625312,Drawings and Prints,Print,"St. Agatha, from 'Di Tutti gli Affresco del Correggio e di Quattro del Parmigianino'",,Italian|Italian|Italian|Italian|Italian,1970-01-01 00:00:00.000001841,1970-01-01 00:00:00.000001851,Engraving,"Gift of Lucy Chauncey, in memory of her father, Henry Chauncey, 1935",
632372,Drawings and Prints,Photograph,"Walter Switzer, Cornell Quarterback shown being grounded by three Columbia Players, from the ""Baseball and Football"" set (R311), issued by the National Chicle Company to promote Diamond Stars Gum",,,1970-01-01 00:00:00.000001936,1970-01-01 00:00:00.000001936,Albumen print (glossy finish),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
634357,Drawings and Prints,Print,"The Virgin and Child with St. John the Baptist, St. Francis, and St. Catherine of Siena",,Italian|Italian|German,1970-01-01 00:00:00.000001585,1970-01-01 00:00:00.000001585,Chiaroscuro woodcut from four blocks printed in orange,"Rogers Fund, 1922",
634643,Drawings and Prints,"Print, baseball card","Card Number 28, Harry ""The Cat"" Brecheen, Pitcher, St. Louis Cardinals, from the Topps Red/ Blue Backs series (R414-5) issued by Topps Chewing Gum Company",,American,1970-01-01 00:00:00.000001951,1970-01-01 00:00:00.000001951,Commercial color lithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
638012,Drawings and Prints,Print,"Card No. 145, U.S. Luscombe ""Silvaire,"" from the Aviation Gum series (V356), issued by World Wide Gum Company, Ltd.",,Canadian,1970-01-01 00:00:00.000001940,1970-01-01 00:00:00.000001940,Photolithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
638616,Photographs,Photograph,Officer Gordon F. Wilson Shows Mug Pictures to a Woman,,American,1970-01-01 00:00:00.000001970,1970-01-01 00:00:00.000001970,Gelatin silver print,"Anonymous Gift, 2014",
642712,Drawings and Prints,"Baseball card, print","Card Number 22, Jim Greengrass, Outfield, Cincinnati Redlegs, from ""1954 Topps Regular Issue"" series (R414-8), issued by Topps Chewing Gum Company.",,American,1970-01-01 00:00:00.000001954,1970-01-01 00:00:00.000001954,Commercial color lithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
646748,Drawings and Prints,Print,"Mary, Queen of Scots at the execution block (from The History of England)",,"Scottish|British|British, Scottish|British|British",1970-01-01 00:00:00.000001795,1970-01-01 00:00:00.000001795,Etching and engraving,"Gift of Susan Dwight Bliss, 1958",
650909,Drawings and Prints,Print,Happy Easter (Frohe Ostern),,Austrian,1970-01-01 00:00:00.000001912,1970-01-01 00:00:00.000001912,Color lithograph,"Museum Accession, transferred from the Library",
651579,Drawings and Prints,Print,"Portrait, bust-length, with bow",,"American, born Russia",1970-01-01 00:00:00.000001900,1970-01-01 00:00:00.000001900,Drypoint,"Gift of Mr. and Mrs. Meyer Schapiro, 1983",
651818,Photographs,Photograph,"Stripper with bare breasts sitting in her dressing room, Atlantic City, N.J.",,American,1970-01-01 00:00:00.000001961,1970-01-01 00:00:00.000001961,Gelatin silver print,"Purchase, Jade Lau Gift, 2015",
655098,Drawings and Prints,Photograph,"Virginia Hurned, from the Actresses series (N245) issued by Kinney Brothers to promote Sweet Caporal Cigarettes",,American,1970-01-01 00:00:00.000001890,1970-01-01 00:00:00.000001890,Albumen photograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
656878,Modern and Contemporary Art,,"New York City 2[unfinished, formerly New York City III]",,,1970-01-01 00:00:00.000001941,1970-01-01 00:00:00.000001941,Oil and tape on canvas,"San Francisco Museum of Modern Art, Purchase through a gift of Phyllis Wattis",United States
656909,Drawings and Prints,Print,The woodcutter,,Mexican,1970-01-01 00:00:00.000001921,1970-01-01 00:00:00.000001931,Woodcut,"Gift of Carl Zigrosser, 1930",
660182,Drawings and Prints,Books Prints Ornament & Architecture,"Ornamento delle belle & virtuose donne, page 8 (verso)",,Italian|British,1970-01-01 00:00:00.000001554,1970-01-01 00:00:00.000001554,Woodcut,"Rogers Fund, 1921",
666262,Drawings and Prints,Print,"Souvenir of New York with Manhattan from West Hoboken, New Jersey",,German|American|American|American,1970-01-01 00:00:00.000001851,1970-01-01 00:00:00.000001851,Hand-colored lithograph with tint stone,"The Edward W. C. Arnold Collection of New York Prints, Maps and Pictures, Bequest of Edward W. C. Arnold, 1954",
670640,Photographs,Photograph; Photomicrograph,[Snow Crystal],,American,1970-01-01 00:00:00.000001890,1970-01-01 00:00:00.000001929,Gelatin silver print,"Purchase, Alfred Stieglitz Society Gifts, 2015",
679516,Photographs,Album,[Album],,,1970-01-01 00:00:00.000001860,1970-01-01 00:00:00.000001879,,"Gift of Eva Kasiska, 1947",
683016,Drawings and Prints,Print,"Scene 14, from Jack and the Giant Killer, Scenes for a Toy Theater",,,1970-01-01 00:00:00.000001870,1970-01-01 00:00:00.000001890,Lithograph,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",
684096,Drawings and Prints,Print,"The Boston Tea Party, bakery card from the Frontiers of Freedom series (D39-4), issued by the Gordon Bread Company",,,1970-01-01 00:00:00.000001940,1970-01-01 00:00:00.000001949,Commercial color lithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
684443,Drawings and Prints,Print,"Honduras, bakery card from the Flags series (D34), issued by the Ward-Mackey Company",,,1970-01-01 00:00:00.000001900,1970-01-01 00:00:00.000001935,Commercial color lithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
693616,Greek and Roman Art,Kylix fragment,Terracotta rim fragment of a kylix (drinking cup),"Greek, Attic",,1969-12-31 23:59:59.999999500,1969-12-31 23:59:59.999999550,Terracotta,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",
695260,Medieval Art,Fragment,Fragment,European or Middle Eastern,,1970-01-01 00:00:00.000001125,1970-01-01 00:00:00.000001275,"Glass, ceramic","Gift of Clarence H. Mackay, Archer M. Huntington, Stephen H. P. Pell and Bashford Dean, 1928",
701306,Drawings and Prints,Print,"Frederick II The Great, King of Prussia (1712–1786)",,,1970-01-01 00:00:00.000001782,1970-01-01 00:00:00.000001782,Etching and stipple,"Harris Brisbane Dick Fund, 1917",
702996,Photographs,Photograph,Desert near Alexandria,,,1970-01-01 00:00:00.000001842,1970-01-01 00:00:00.000001842,Daguerreotype,"Purchase, Philippe de Montebello Fund, Mr. and Mrs. John A. Moran Gift, in memory of Louise Chisholm Moran, Joyce F. Menschel and Annette de la Renta Gifts, and funds from various donors, 2016 (2016.97)",
703467,Greek and Roman Art,Kylix fragment,Terracotta fragment of a kylix (drinking cup),"Greek, Attic",,1969-12-31 23:59:59.999999470,1969-12-31 23:59:59.999999550,Terracotta,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",
705128,Drawings and Prints,"Baseball card, print","Jo-Jo White, from the Goudey Wide Pen Premiums series (R314) issued by the Goudey Gum Company",,,1970-01-01 00:00:00.000001936,1970-01-01 00:00:00.000001936,Photolithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
705189,Drawings and Prints,"Baseball card, print","""Cy"" Blanton, from the National Chicle Fine Pen Premiums series (R313) issued by the National Chicle Gum Company",,,1970-01-01 00:00:00.000001936,1970-01-01 00:00:00.000001936,Photolithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
708376,Drawings and Prints,"Baseball card, print","Album 324, Page 86",,,1970-01-01 00:00:00.000001936,1970-01-01 00:00:00.000001936,Commercial Lithographs,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
709728,Greek and Roman Art,Kylix fragment,Terracotta fragment of a kylix (drinking cup),"Greek, Attic",,1969-12-31 23:59:59.999999470,1969-12-31 23:59:59.999999550,Terracotta,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",
727173,Drawings and Prints,Print,"Silenus being carried by Satyrs, after Mantegna",,,1970-01-01 00:00:00.000001530,1970-01-01 00:00:00.000001550,Engraving,"Harris Brisbane Dick Fund, 1917",
727686,Drawings and Prints,Drawing,Coupé/Brougham #3887,,,1970-01-01 00:00:00.000001884,1970-01-01 00:00:00.000001884,Graphite and red crayon  on wove paper with perforated linen tape adhered to left edge for binding,"Gift of William Brewster, 1923",
728103,Drawings and Prints,Prints Ornament & Architecture,Ancient Temple,,,1970-01-01 00:00:00.000001545,1970-01-01 00:00:00.000001545,Etching,"Harris Brisbane Dick Fund, 1947",
728820,Greek and Roman Art,Column-krater fragment,Terracotta fragment of a column-krater (bowl for mixing wine and water),"Greek, Attic",,1969-12-31 23:59:59.999999470,1969-12-31 23:59:59.999999600,Terracotta,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",
729600,Drawings and Prints,Print,An indulgence with an image of Our Lord of Chalma,,,1970-01-01 00:00:00.000001895,1970-01-01 00:00:00.000001905,Photo-relief and letterpress on buff paper,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",
729779,Drawings and Prints,Print,"Card 44, John Morrissey, from the Prizefighters series (N269) issued by P. Lorillard Company to promote Mechanics Delight Long Cut Tobacco",,,1970-01-01 00:00:00.000001887,1970-01-01 00:00:00.000001887,Commercial color lithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
732391,Photographs,Ephemera,"[Rusted Metal Sign: ""Slow, Children""]",,,1970-01-01 00:00:00.000001960,1970-01-01 00:00:00.000001975,Painted metal,"Walker Evans Archive, 1994",
733407,Greek and Roman Art,Oinochoe fragment,Terracotta fragment of an oinochoe (jug),"Greek, Attic",,1969-12-31 23:59:59.999999470,1969-12-31 23:59:59.999999700,Terracotta,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",
736330,Drawings and Prints,Print,The Historian Animating The Mind of A Young Painter,,,1970-01-01 00:00:00.000001784,1970-01-01 00:00:00.000001784,Hand-colored etching,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",
738416,Drawings and Prints,Book Print Ornament & Architecture,"Robes Modèles Historiques, Viennoise",,,1970-01-01 00:00:00.000001800,1970-01-01 00:00:00.000001900,Design: Lithography,"Harris Brisbane Dick Fund, 1932",
740176,Greek and Roman Art,Skyphos fragment,Terracotta fragment of a skyphos (deep drinking cup),"Greek, Attic",,1969-12-31 23:59:59.999999470,1969-12-31 23:59:59.999999700,Terracotta,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",
751829,Drawings and Prints,"Print, baseball","Silas K. Johnson, Cincinnati Reds, from the Baseball Players Match Cover design series (U1) issued by Diamond Match Company",,,1970-01-01 00:00:00.000001934,1970-01-01 00:00:00.000001934,Printed matchbook,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
754604,Drawings and Prints,Print,"Thrifty villagers, satisfied watching the presentation from the outside, from 'A celebration in the neighboring village,' published in Le Petit Journal pour Rire, June 24, 1865",,,1970-01-01 00:00:00.000001865,1970-01-01 00:00:00.000001865,Lithograph on newsprint; third state of three (Delteil),"Harris Brisbane Dick Fund, 1936",
771069,European Sculpture and Decorative Arts,Vase,Vase with flowering branch motif (one of a pair),"British, Stoke-on-Trent, Staffordshire",,1970-01-01 00:00:00.000001872,1970-01-01 00:00:00.000001872,Bone china,"Gift of Helene Fortunoff and Robert Grossman, 2017",
777496,Ancient Near Eastern Art,Dish,Metal Dish,,,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,Iron,"Rogers Fund, 1936",Iran
778279,Drawings and Prints,"Baseball card, print","Card Number 164, Bob Owchinko, San Diego Padres",,,1970-01-01 00:00:00.000001978,1970-01-01 00:00:00.000001978,Commercial Color Lithograph,"Gift of George R. Goldner, in honor of Stewart Goldner, 2016",
779306,Drawings and Prints,Trade card,"Packard-Tourist, from the ""Antique Autos"" series (R701-1), issued by Bowman Gum Company",,,1970-01-01 00:00:00.000001953,1970-01-01 00:00:00.000001953,Commercial color lithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
785013,Drawings and Prints,Print; ephemera,"Norwegian Air Force In Canada Patrol Bomber (Northrup N3PB), from the ""Modern Airplanes"" series (T87), issued with Wings Cigarettes by Brown and Williamson Tobacco Company",,,1970-01-01 00:00:00.000001942,1970-01-01 00:00:00.000001942,Commercial color lithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
813925,Drawings and Prints,Print,Stonehenge,,,1970-01-01 00:00:00.000001979,1970-01-01 00:00:00.000001979,Sugar-lift aquatint with roulette,"Gift of Jerry S. Flum, 1980",
820618,Drawings and Prints,Print,"Psyche, holding the flask of beauty being transported by three putti",,,1970-01-01 00:00:00.000001525,1970-01-01 00:00:00.000001535,Engraving,"Bequest of Grace Pugh, 1985",
824428,Drawings and Prints,Print,Landscape and Cattle,,,1970-01-01 00:00:00.000001875,1970-01-01 00:00:00.000001885,Etching,"Gift of Henry Levien, 1967",
